drugbank_id,disease_id
DB01076,C0003969
DB01076,C0036474
DB01076,C1542815
DB01076,C1542816
DB00908,C0376359
DB00908,C0033847
DB00908,C1867450
DB00908,C0473583
DB00908,C1994920
DB01167,C0037018
DB08890,C0553548
DB08890,C0031036
DB08890,C0086254
DB08890,C0264988
DB08890,C1534473
DB08890,C0003860
DB06724,C0004943
DB01270,C0152026
DB01270,C0271073
DB00569,C0948031
DB00569,C1167870
DB01234,C0206172
DB01137,C0267211
DB00972,C0016052
DB09018,C1384670
DB09018,C0266795
DB01270,C0008732
DB01270,C0003962
DB01085,C0162568
DB01085,C0349426
DB01085,C0853026
DB00741,C3658299
DB00741,C0043459
DB00741,C0751594
DB09262,C0023886
DB09262,C1527403
DB01408,C0030781
DB01408,C2887947
DB10329,C0206669
DB10801,C0524910
DB10801,C0400920
DB12839,C0041313
DB12118,C0005417
DB11580,C0266175
DB11580,C0021828
DB09153,C0017150
DB00759,C0024623
DB00759,C0038356
DB01075,C0153436
DB01075,C0037073
DB01141,C0728951
DB01141,C0496779
DB01141,C0003614
DB01141,C1306050
DB01068,C0267941
DB01068,C3888668
DB09268,C0152020
DB09268,C0522063
DB16662,C0010474
DB16662,C0013295
DB16662,C4290200
DB16662,C0267251
DB16662,C0030920
DB01053,C0024633
DB00924,C0042783
DB09125,C0009324
DB09125,C0033247
DB00287,C0238067
DB13844,C0343387
DB13844,C0400823
DB00537,C0038828
DB00537,C1412000
DB00741,C0341299
DB06715,C0022951
DB06715,C1971010
DB01380,C0025162
DB16691,C0032266
DB16691,C1112565
DB13260,C0004692
DB13261,C4759657
DB13261,C0016167
DB00284,C0878588
DB13943,C0008350
DB13943,C0947622
DB13943,C1535187
DB13943,C2239215
DB08984,C4076240
DB08984,C0035086
DB08984,C0543799
DB08984,C1398538
DB08984,C1527410
DB08984,C0341679
DB08984,C1571904
DB01744,C0162283
DB00798,C0020514
DB00798,C0271552
DB14491,C0027577
DB11157,C0018023
DB11157,C0342208
DB11157,C1318500
DB14005,C0010308
DB14005,C1578691
DB14005,C0342200
DB14005,C1534232
DB14005,C3165526
DB11914,C0235401
DB11914,C0580546
DB11914,C0151671
DB11914,C0271650
DB11914,C0159069
DB11914,C0362046
DB10295,C0025322
DB10295,C1534234
DB10992,C0022735
DB10992,C2936741
DB10992,C2936740
DB10992,C0543754
DB10992,C0432474
DB10992,C1619644
DB00046,C0010417
DB00046,C1563730
DB00046,C0431664
DB00046,C0431663
DB00046,C1563731
DB10839,C0001627
DB10839,C0302280
DB00281,C0162309
DB00545,C0149793
DB00545,C1540606
DB00619,C0085636
DB00619,C1698258
DB00619,C1535463
DB00321,C2350476
DB09300,C0029185
DB01114,C0221259
DB01114,C0339058
DB01114,C1576406
DB14643,C0700501
DB11132,C0393799
DB06149,C1306068
DB06149,C1444680
DB06149,C0339375
DB06149,C1535490
DB01238,C0003079
DB08884,C1527336
DB08884,C0086981
DB08884,C1571967
DB00945,C0008513
DB00945,C2239105
DB00140,C1096100
DB00140,C0544008
DB05084,C2936251
DB00761,C0079504
DB00571,C0003119
DB08818,C0003081
DB00331,C1449744
DB00331,C0154778
DB00331,C3537442
DB00073,C0029128
DB00936,C0017605
DB00936,C1535232
DB00936,C0154947
DB00936,C0017606
DB14631,C0022578
DB14631,C0339288
DB14631,C1541848
DB11305,C1536085
DB11305,C3888461
DB09041,C0035319
DB01133,C0153619
DB01133,C0041955
DB09353,C0042995
DB09353,C0375071
DB13915,C0848558
DB13915,C1691215
DB13915,C1305965
DB13915,C1535493
DB00561,C1399870
DB01274,C0025323
DB01274,C0341863
DB00472,C5574708
DB00472,C0341858
DB00472,C0269107
DB00472,C2266811
DB00635,C0349579
DB00635,C0014173
DB00635,C0349578
DB00635,C0456483
DB00635,C0010673
DB00968,C0018414
DB00968,C0156372
DB00537,C4048572
DB00537,C0028960
DB00537,C3279550
DB00537,C0868910
DB00537,C2903036
DB00537,C2903035
DB00537,C2903034
DB01284,C0033778
DB01284,C1542415
DB01284,C1542413
DB01284,C1112214
DB01294,C2931788
DB00697,C0027721
DB00697,C1536868
DB01229,C0403529
DB11767,C0015624
DB11767,C3495427
DB11767,C0341703
DB13892,C0010691
DB13892,C1534235
DB00438,C0027709
DB00438,C1542837
DB00438,C1535536
DB00518,C0005694
DB01112,C0019048
DB09395,C0750955
DB09395,C0005697
DB09395,C5848144
DB09395,C0149622
DB09395,C0392115
DB09395,C0750953
DB09395,C1535341
DB00005,C0032984
DB00005,C0032987
DB15888,C0269285
DB15888,C0269286
DB15888,C0032987
DB00898,C0020450
DB00898,C1971759
DB09072,C0405107
DB09072,C0266766
DB09072,C0032044
DB09072,C0266765
DB13173,C0008495
DB13173,C1275592
DB13173,C0002631
DB13173,C1578745
DB04824,C0042135
DB04824,C1534261
DB11073,C0455988
DB11073,C0020305
DB11073,C0455990
DB11679,C0812470
DB11679,C0000810
DB11679,C1578780
DB00959,C0205969
DB00959,C0040100
DB01114,C0878675
DB14086,C0024248
DB00802,C0042171
DB00802,C0036202
DB09035,C0023443
DB09381,C0006413
DB09381,C0343640
DB09381,C4721444
DB09381,C1629504
DB09381,C1368771
DB13726,C0085090
DB00437,C0024301
DB00437,C4290073
DB00437,C0079745
DB00437,C0079758
DB00437,C0079765
DB01075,C0014647
DB01075,C0018194
DB01075,C1535120
DB11817,C0018196
DB10647,C0020532
DB10647,C0002897
DB10647,C1534915
DB01268,C0005699
DB01268,C0919644
DB01268,C1531552
DB01380,C0023481
DB01380,C0279543
DB00474,C3658261
DB01164,C0018203
DB01164,C1844376
DB00388,C0025637
DB00388,C1536476
DB01223,C0742343
DB04930,C0008533
DB04930,C2873784
DB00829,C0015523
DB00829,C4321502
DB15999,C0600433
DB15999,C0584960
DB15999,C5848173
DB14423,C0221025
DB00916,C0013491
DB00227,C0162316
DB00227,C0008272
DB00227,C0002884
DB00227,C1535542
DB00227,C1534243
DB06767,C0162538
DB06767,C4049006
DB10968,C0032461
DB10968,C1527405
DB00897,C1619738
DB00897,C1096197
DB00465,C1292753
DB11608,C0085253
DB11608,C0087031
DB00986,C0751965
DB00986,C0393665
DB06779,C0856716
DB06779,C1319853
DB06779,C5704570
DB13689,C0567447
DB13689,C0559469
DB13689,C5980040
DB13689,C0917919
DB13689,C0016470
DB11036,C4758639
DB11036,C3889086
DB11036,C0266815
DB11036,C0079840
DB11036,C1563322
DB14513,C0151436
DB00852,C0008924
DB01053,C3494419
DB01053,C3494420
DB01053,C3494421
DB10630,C0011320
DB01165,C0206554
DB01620,C0080233
DB10575,C5691421
DB10575,C0040436
DB14631,C0266061
DB14631,C1540690
DB14631,C0024636
DB00250,C0011330
DB00250,C0011346
DB00396,C0155930
DB00878,C0162644
DB00878,C0376411
DB15719,C0376175
DB15719,C0015469
DB15719,C0751905
DB15719,C1541969
DB00860,C0040414
DB00860,C0235347
DB00313,C0028271
DB00313,C0235849
DB12530,C0038554
DB00727,C0017566
DB00727,C0376480
DB00727,C1579149
DB00727,C0017567
DB14003,C0206306
DB00813,C0031106
DB00813,C0341006
DB00813,C0001342
DB00813,C0600298
DB12412,C0025235
DB01129,C0006430
DB01129,C0241426
DB13751,C0037033
DB13751,C1739099
DB05812,C0040997
DB05812,C0393786
DB05812,C0393787
DB05812,C1406705
DB10872,C0029293
DB00379,C0020497
DB00281,C0021818
DB09407,C0031111
DB06702,C1442965
DB06702,C0022441
DB06702,C1608301
DB01285,C0029400
DB13633,C0001193
DB13633,C0265240
DB13633,C1510455
DB13633,C1579832
DB01333,C0029455
DB01330,C2936290
DB01015,C0029427
DB01015,C0008476
DB01015,C0206641
DB01015,C0206636
DB00773,C0029410
DB00773,C0029408
DB00878,C0149896
DB00878,C2712871
DB00878,C1619733
DB00878,C0003868
DB00878,C0018099
DB00878,C0221168
DB09046,C5779613
DB09046,C0812412
DB09046,C0003886
DB16258,C1253936
DB00188,C0008475
DB00188,C0877149
DB00921,C0263957
DB09462,C0265706
DB00671,C0018565
DB14539,C0040831
DB14539,C0020941
DB08818,C0149870
DB08818,C1541781
DB08818,C1571951
DB00392,C0240682
DB00392,C2609259
DB00392,C0520535
DB01403,C1696469
DB09555,C0151786
DB09462,C0495402
DB09462,C0006287
DB13139,C5574950
DB11639,C0432306
DB08979,C0036415
DB08979,C0410939
DB00303,C2936423
DB11300,C0016049
DB03247,C0162475
DB03247,C0040457
DB03247,C0553566
DB03247,C0266030
DB03247,C5441989
DB03247,C1571963
DB10374,C4552097
DB10374,C0265329
DB10374,C3179502
DB10374,C0362030
DB10374,C0013403
DB10374,C5848385
DB00162,C0004903
DB13147,C0027341
DB11073,C1136043
DB11073,C0027832
DB11073,C1136042
DB11073,C1136041
DB11073,C0162678
DB01248,C0751156
DB01248,C0016667
DB01248,C0751157
DB01248,C0432482
DB00928,C0396051
DB00928,C0396052
DB00928,C0340228
DB00928,C0023075
DB14633,C0024215
DB00875,C0264353
DB14496,C0025312
DB14496,C0086664
DB14496,C0751316
DB11186,C0338503
DB00682,C2919945
DB00682,C1140710
DB00682,C0752164
DB00682,C0752161
DB00682,C1956260
DB00682,C0752160
DB12982,C1735886
DB14669,C0003466
DB13158,C0011981
DB01006,C0035313
DB00584,C0342185
DB00424,C0031069
DB01221,C0017927
DB17083,C0751882
DB17083,C0751883
DB17083,C0751885
DB17083,C0751884
DB00734,C0017920
DB00734,C1534235
DB00959,C0017924
DB08984,C0026707
DB08984,C3179194
DB08984,C0086651
DB08984,C0086652
DB06704,C0268155
DB06704,C0751161
DB06704,C0268151
DB06704,C0016952
DB06704,C0268186
DB06704,C1534235
DB08966,C0206245
DB08966,C0268384
DB15823,C0268547
DB12455,C0017205
DB12455,C0268251
DB12455,C0268250
DB12455,C1961835
DB14542,C0751748
DB14542,C0268559
DB00622,C0018995
DB00622,C0392514
DB00622,C1534239
DB10333,C0020445
DB10333,C1704417
DB10333,C0745103
DB00427,C0028817
DB00427,C0002066
DB00427,C1444199
DB00427,C1536685
DB01060,C4316899
DB01060,C2931187
DB01060,C2874257
DB01060,C1578589
DB14018,C0042974
DB14018,C1264039
DB14018,C5676304
DB14018,C5676305
DB12026,C0007761
DB05294,C0162565
DB05294,C2936779
DB05239,C5886774
DB05239,C0162530
DB05239,C0162565
DB00779,C0029411
DB00779,C2678439
DB00779,C0345408
DB00779,C2674695
DB00696,C0751623
DB00696,C0085183
DB00696,C0086696
DB00696,C0877578
DB00281,C0039747
DB00281,C1882229
DB09276,C0334463
DB01190,C3665732
DB01190,C3693482
DB01190,C0334464
DB01190,C0334454
DB01190,C0206647
DB01190,C0392784
DB13879,C0206656
DB11614,C0027155
DB15785,C0206652
DB00970,C0036221
DB00970,C0023461
DB00970,C1541840
DB00694,C0206650
DB00694,C0178421
DB00563,C0206645
DB01164,C0206730
DB00770,C0206633
DB09156,C0085167
DB00366,C0206743
DB09449,C0017075
DB00909,C0017671
DB00909,C0030421
DB01233,C0149722
DB06761,C0007129
DB11739,C0206094
DB09153,C0206731
DB09153,C1367539
DB01060,C0334448
DB01060,C0206736
DB01060,C1579200
DB01060,C0027962
DB01357,C0206664
DB01638,C0008493
DB06441,C0038478
DB06441,C0919267
DB13373,C0206692
DB08801,C0238461
DB14016,C0007133
DB01064,C0282612
DB01064,C1135355
DB01064,C1135356
DB01064,C3160830
DB01127,C0023743
DB09090,C0206701
DB14545,C1710274
DB14545,C2717981
DB14545,C2717983
DB14545,C0346024
DB14545,C1533161
DB14545,C1266060
DB14545,C2717982
DB14545,C0038987
DB10829,C0206711
DB10395,C0010636
DB09019,C0205865
DB09019,C0028882
DB09019,C0205866
DB00842,C0087135
DB00842,C0086691
DB00842,C0027667
DB11771,C0162679
DB01718,C1321489
DB06811,C0007107
DB06811,C0023055
DB01164,C0002757
DB01164,C0003463
DB09324,C0878585
DB00169,C0265220
DB06822,C0220654
DB09085,C0238033
DB09085,C0242788
DB00004,C1258666
DB00004,C0085648
DB06292,C0032650
DB06292,C5848157
DB06292,C0085648
DB00681,C0161410
DB00681,C3179100
DB00681,C3179099
DB00681,C3179101
DB01234,C3179104
DB01234,C0161411
DB01234,C3179102
DB01234,C3179103
DB11767,C0221060
DB11767,C0853240
DB00795,C4551829
DB00795,C0751922
DB00795,C0456516
DB00795,C0751920
DB00795,C0751921
DB00795,C0007286
DB00795,C1534962
DB09082,C0458224
DB04703,C1527351
DB04703,C0700594
DB04703,C0034544
DB04703,C0751463
DB04703,C0751462
DB04703,C0742186
DB04703,C2895416
DB04703,C2895418
DB04703,C2895417
DB04703,C1442952
DB00443,C0030442
DB00443,C0393540
DB00443,C4082299
DB11597,C0007384
DB10755,C0231311
DB10755,C0877792
DB00338,C0268281
DB00338,C5441658
DB00338,C0751383
DB00338,C0022797
DB00338,C0027877
DB00338,C0022340
DB00668,C0236642
DB21761,C0014077
DB21761,C0376171
DB21761,C0338418
DB21761,C0751108
DB00877,C0560651
DB11575,C0024953
DB07402,C0475073
DB00945,C0024693
DB00316,C0024266
DB01069,C0221057
DB01069,C0039726
DB06147,C3178801
DB06147,C0333559
DB08801,C1262087
DB10318,C0751533
DB10318,C0038538
DB00860,C2363129
DB00860,C0376532
DB01601,C0549240
DB01601,C1608410
DB01601,C3658353
DB09462,C0751789
DB09462,C0751790
DB09462,C0393729
DB09462,C0270857
DB09462,C0751787
DB09462,C0278198
DB09462,C0751791
DB09462,C0270819
DB09462,C0278193
DB09462,C0393720
DB00927,C0751376
DB00927,C0027849
DB10547,C4277521
DB10547,C0524812
DB10547,C0751731
DB10547,C0751732
DB12332,C0152116
DB12332,C0426785
DB12332,C0040485
DB12332,C0349785
DB06650,C0013386
DB06650,C0751088
DB06650,C0543891
DB09035,C0751837
DB09035,C0751836
DB09035,C0231691
DB09035,C0427154
DB09035,C0235000
DB00999,C0030481
DB14235,C0751562
DB14235,C0040560
DB14235,C0554616
DB14235,C1571819
DB14235,C1535428
DB13114,C0039144
DB13114,C3854373
DB13114,C1522522
DB13114,C1540588
DB00469,C0349789
DB00469,C1261470
DB00469,C0751315
DB00469,C0475876
DB00469,C0025299
DB00469,C1542014
DB00620,C1848213
DB00620,C1868720
DB00620,C0266491
DB00916,C0020225
DB00916,C0751210
DB00916,C0266483
DB00635,C0677050
DB00635,C0238263
DB00635,C0274869
DB10368,C0751838
DB10368,C1510417
DB10368,C0751839
DB01086,C0233765
DB01086,C0233766
DB01086,C0233767
DB01086,C0233774
DB01086,C0018524
DB01086,C0751175
DB01086,C0424068
DB01086,C0424083
DB01086,C0233773
DB01086,C0233759
DB01086,C0424082
DB01086,C0563661
DB01086,C0233762
DB01086,C0233763
DB01086,C0029226
DB01086,C0233776
DB01086,C0235153
DB01086,C0544668
DB01086,C0233775
DB01595,C0750915
DB01595,C0003113
DB01595,C0003537
DB12134,C0375206
DB12134,C0018991
DB12134,C0278110
DB12134,C0154694
DB12134,C0085622
DB12134,C0392550
DB12134,C0154693
DB12134,C0521662
DB12134,C0751195
DB12134,C0519012
DB01586,C0035232
DB00332,C0155534
DB00332,C0751556
DB00332,C0751559
DB00332,C0040264
DB00332,C0395955
DB00332,C0521787
DB00332,C0155533
DB00332,C0521788
DB00332,C0395959
DB00850,C0018777
DB11712,C0600467
DB01164,C0017672
DB01164,C0241426
DB00363,C0030200
DB00363,C0030193
DB00171,C0013390
DB00171,C1283829
DB00746,C3178789
DB00746,C0150055
DB00746,C4545041
DB00746,C5828595
DB00746,C0030193
DB09064,C0152169
DB15266,C0001125
DB00112,C0268242
DB00112,C5539328
DB00641,C0162532
DB00641,C0162565
DB00994,C0019114
DB00207,C2936847
DB00207,C2931868
DB00207,C2936848
DB00207,C0268419
DB00165,C5234850
DB00165,C1860042
DB00165,C2936791
DB00165,C2350233
DB00316,C0271695
DB00316,C0265344
DB12412,C0221032
DB12412,C0011859
DB14276,C3658248
DB14731,C0795692
DB09035,C0887866
DB13962,C0860549
DB09298,C0005122
DB09298,C0039841
DB09298,C1535362
DB00994,C4317171
DB00994,C4704955
DB00994,C4553478
DB00994,C4521075
DB00994,C4704956
DB00994,C2362324
DB11341,C0006433
DB21768,C0013449
DB21768,C0751094
DB21768,C2350058
DB09261,C0702139
DB09261,C0152423
DB09261,C3850155
DB00455,C0029878
DB00455,C1535288
DB15685,C0027430
DB15685,C0264231
DB15685,C5890126
DB13084,C0028431
DB00825,C0276912
DB00741,C0019099
DB13312,C0038826
DB01114,C0040954
DB01114,C5551334
DB09120,C0027528
DB09120,C2830310
DB09510,C0012517
DB08814,C0003952
DB08814,C0003950
DB01234,C0012102
DB00028,C0025064
DB09278,C0010668
DB08818,C5828511
DB08818,C0031903
DB08818,C0085931
DB08818,C0005592
DB08818,C0002390
DB08801,C0020312
DB08801,C1542803
DB00713,C2350638
DB00713,C0024958
DB06292,C1384955
DB06292,C3887755
DB06292,C4045968
DB06292,C0002351
DB06292,C0241930
DB11312,C0008039
DB11312,C1313952
DB08900,C0013405
DB08900,C1956415
DB08900,C1956414
DB01168,C0020581
DB01576,C0520905
DB01576,C0520904
DB01576,C0520909
DB00187,C0014089
DB00187,C2945606
DB00026,C1971624
DB00026,C0232462
DB00026,C0003123
DB00026,C1971623
DB01165,C0231171
DB01165,C0311394
DB01165,C1565249
DB01165,C0684336
DB01165,C0520817
DB00334,C0034345
DB00334,C0751595
DB00334,C0751596
DB11595,C0751840
DB11326,C0221058
DB01114,C0751031
DB01114,C0751030
DB01114,C0007815
DB01114,C0023182
DB00007,C0036091
DB00177,C0038355
DB00668,C0034887
DB00668,C0009376
DB00668,C1302401
DB00668,C0949059
DB00668,C0267573
DB00668,C0002753
DB00668,C1534414
DB00514,C0333463
DB00514,C2936349
DB06785,C5979969
DB06785,C0006131
DB06785,C1266098
DB01075,C0025467
DB01137,C5886784
DB01137,C0431289
DB01137,C0546303
DB01137,C0393983
DB01137,C0014067
DB01137,C0014065
DB01137,C4551722
DB01137,C4290271
DB01137,C0266455
DB01137,C0266454
DB01137,C0266456
DB01137,C0266459
DB01137,C0009694
DB01137,C1536365
DB12930,C0406468
DB09462,C0038002
DB01243,C2745965
DB00022,C0376415
DB13515,C4042866
DB13515,C5197672
DB06151,C0032001
DB09157,C0877172
DB00798,C3850139
DB12221,C0015951
DB12221,C0015927
DB00200,C0003962
DB00200,C3665480
DB00128,C0031022
DB00128,C0035357
DB00128,C1535311
DB16261,C0948163
DB16261,C2752009
DB06401,C0242621
DB01323,C0220994
DB14507,C0039236
DB14507,C0242513
DB00123,C0078888
DB04573,C0024054
DB06711,C2936274
DB00535,C0015378
DB00535,C0015379
DB00227,C0001349
DB01602,C0024525
DB00254,C0085257
DB14851,C0019364
DB09105,C0008049
DB09105,C0586989
DB00570,C0024793
DB15820,C0085273
DB13257,C0035869
DB04815,C0343633
DB04815,C0282192
DB04815,C0019096
DB04815,C0019097
DB01299,C0206617
DB00635,C0019338
DB00635,C1579914
DB16222,C0016124
DB16222,C0743668
DB10328,C2717914
DB01076,C0043252
DB14545,C0037006
DB14545,C4279945
DB14545,C5690878
DB12498,C0036601
DB12498,C0480203
DB12498,C0853089
DB01269,C0030445
DB13437,C2717972
DB13437,C2609162
DB00448,C0521170
DB01410,C0476171
DB00595,C0037578
DB00476,C0023703
DB00476,C0023702
DB00476,C0869330
DB00514,C1720798
DB00514,C0034561
DB01192,C0149697
DB01192,C0406185
DB01192,C0743668
DB09154,C3178956
DB00796,C0206640
DB14733,C0029417
DB00922,C0036413
DB01380,C0025470
DB01380,C0028975
DB01380,C0267770
DB01380,C0030330
DB00908,C2350242
DB00908,C0263851
DB00586,C0018418
DB00586,C1449720
DB00586,C1449721
DB00586,C2225524
DB00586,C0269262
DB00586,C0020565
DB00586,C1534485
DB00586,C1971741
DB13501,C0030804
DB13501,C1282359
DB04900,C0022603
DB04900,C4290219
DB04900,C0011645
DB04900,C0022602
DB04900,C4282032
DB01234,C0018567
DB11124,C0221011
DB09037,C0263372
DB09037,C0001197
DB09037,C0011603
DB00970,C0023652
DB00970,C1535138
DB00736,C0032026
DB10645,C0266361
DB10645,C2748895
DB01136,C0022681
DB01136,C1535336
DB01136,C2939174
DB01136,C0311245
DB00916,C0004698
DB00051,C0022667
DB00198,C0024286
DB00198,C1535499
DB10904,C0030848
DB10904,C2938970
DB10904,C1541745
DB11624,C1704202
DB11624,C0004509
DB12835,C0006635
DB12835,C0274869
DB09035,C0016325
DB01597,C0026139
DB01597,C1542801
DB00193,C0275144
DB00193,C1960100
DB00193,C0521825
DB00193,C2717988
DB00193,C0275147
DB00193,C0274883
DB04846,C3661448
DB04846,C0151500
DB04846,C3661449
DB04846,C0344139
DB00852,C0085762
DB00852,C0001956
DB00852,C0001973
DB14139,C0029944
DB01606,C0236733
DB01606,C0236807
DB01606,C0236804
DB10529,C0030662
DB06764,C0751767
DB06764,C0037320
DB06764,C0751768
DB06764,C0751765
DB06764,C0751766
DB01050,C3203533
DB03904,C0001818
DB14417,C3837219
DB14417,C3179021
DB00210,C0015957
DB00986,C0030631
DB09037,C0003431
DB09037,C0233523
DB09037,C1387255
DB09037,C1542652
DB09037,C1610585
DB09037,C1579164
DB00945,C0036344
DB00945,C0036341
DB06211,C3658283
DB06211,C0233683
DB00281,C2063866
DB00281,C0154409
DB00281,C1269683
DB00281,C0011570
DB12001,C0851457
DB12001,C0026650
DB12001,C0011757
DB12001,C0026613
DB12001,C0221163
DB13158,C0236792
DB13158,C1306579
DB13158,C1306578
DB13158,C1510586
DB00583,C0036346
DB00583,C0036341
DB00575,C2717758
DB11341,C0394016
DB11341,C0751812
DB14540,C0009946
DB14540,C5243468
DB14540,C0004090
DB14540,C4543816
DB14540,C0012746
DB08906,C0009983
DB08906,C0031873
DB13915,C1306334
DB09330,C0012156
DB09330,C0086310
DB13565,C3805089
DB01620,C0268615
DB01620,C1856061
DB00443,C1610621
DB09395,C1142344
DB09033,C0598608
DB00039,C0876997
DB01276,C0158992
DB11073,C3495829
DB00766,C1368065
DB00766,C0600502
DB12917,C0034152
DB09035,C0272315
DB09462,C1096488
DB09153,C0553681
DB06292,C2584774
DB06292,C4316812
DB06292,C0001733
DB06292,C0019250
DB06292,C3463916
DB06292,C0392609
DB04398,C1697453
DB10319,C0423798
DB09407,C0272193
DB00954,C0014458
DB14633,C0343101
DB00271,C0242459
DB01174,C0085179
DB01174,C0751622
DB00455,C1096123
DB13878,C3805116
DB12328,C1853118
DB12328,C5235141
DB12328,C0340970
DB00874,C0235926
DB15673,C0235925
DB13257,C1262091
DB00152,C0085663
DB11582,C0947916
DB11582,C0023518
DB11582,C0151857
DB11582,C0750426
DB11582,C1534249
DB11582,C1536886
DB00281,C0702266
DB00281,C0853716
DB02513,C0154199
DB02513,C1535359
DB00544,C0345975
DB00814,C1384832
DB04339,C2363942
DB00619,C2242510
DB15489,C1535984
DB00724,C1096307
DB09018,C0948689
DB00201,C0347634
DB00761,C0948211
DB01022,C3888611
DB11074,C2721630
DB00452,C1698981
DB00252,C1280469
DB00252,C3494152
DB00252,C0013882
DB00252,C3494151
DB00252,C0544766
DB00252,C3494153
DB00252,C1578620
DB00252,C0013884
DB01235,C0024215
DB00991,C0348964
DB00991,C0275893
DB00991,C0275895
DB00991,C0275894
DB00991,C0152627
DB09037,C0272396
DB11800,C1096348
DB01041,C0206620
DB01041,C1302778
DB16662,C0221367
DB11561,C0333910
DB13928,C1306855
DB00420,C0333942
DB00603,C0541719
DB00951,C0836924
DB00951,C0857460
DB00878,C3267111
DB00783,C0221025
DB00472,C0221028
DB06711,C2747939
DB01589,C0919737
DB06151,C3544255
DB00364,C0023484
DB00364,C1536679
DB01064,C0238239
DB08604,C0854879
DB00070,C1536010
DB01110,C0024299
DB01110,C1536821
DB00104,C0854876
DB14539,C0854873
DB13434,C0854868
DB09126,C0677956
DB22668,C0852709
DB04951,C0854862
DB06147,C1301359
DB14470,C0854852
DB03904,C0278569
DB03904,C0278568
DB01495,C0854844
DB00443,C0854835
DB14924,C0854837
DB03793,C0392788
DB11582,C0854827
DB16539,C0854823
DB00798,C0854818
DB01396,C4551758
DB01364,C0856023
DB00593,C0855155
DB06192,C0855147
DB00175,C0855146
DB11158,C0855141
DB01019,C0677714
DB00571,C0854817
DB15283,C4281994
DB03229,C0855127
DB00290,C0855123
DB17725,C0855118
DB00966,C0856018
DB00681,C0856014
DB00455,C0855107
DB00936,C0855103
DB14644,C0855099
DB00707,C1706527
DB00707,C0730306
DB00028,C0855094
DB01183,C0855089
DB06204,C0153767
DB06724,C0855081
DB00297,C0854726
DB16385,C0855084
DB00300,C0746341
DB10795,C0855075
DB13843,C0854360
DB13843,C0153783
DB00977,C0854089
DB10350,C1268964
DB00112,C0162679
DB15719,C0920028
DB00165,C0948976
DB14707,C0686593
DB00620,C0023470
DB00493,C0686597
DB00118,C1522378
DB00118,C1955860
DB00118,C1955861
DB00281,C0346421
